Trinity_geneID	seurat_name	Gene_short_automated	PROST_result	Musser_et_al_2021	Ruperti_et_al_2024	name_type	Zang_et_al_2026	name_source
c91727-g1	c91727-g1	c91727-g1	NA	NA	NA	trinity_only	c91727-g1	trinity_only
c91727-g2	c91727-g2 ORF208, Acidianus filamentous virus 2 (isolate Ita..	Orf208*	ORF208, Acidianus filamentous virus 2 (isolate Ita..	NA	NA	symbol	Orf208*	Gene_short_automated
c91728-g1	c33201-g1 4-to-2 SLC35D1,SLC35D2 solute carrier family 35 member D1	Slc35d1/2	NA	NA	NA	symbol	Slc35d1/2	Gene_short_automated
c91730-g1	c91730-g1 1-to-1 ZMYND10 zinc finger MYND-type containing 10	Zmynd10	NA	NA	NA	symbol	Zmynd10	Gene_short_automated
c91730-g2	c91730-g1 1-to-1 ZMYND10 zinc finger MYND-type containing 10	Zmynd10	NA	NA	NA	symbol	Zmynd10	Gene_short_automated
c91730-g3	c91730-g1 1-to-1 ZMYND10 zinc finger MYND-type containing 10	Zmynd10	NA	NA	NA	symbol	Zmynd10	Gene_short_automated
c91731-g1	c91731-g1	c91731-g1	NA	NA	NA	trinity_only	c91731-g1	trinity_only
c91733-g1	c91733-g1	c91733-g1	NA	NA	NA	trinity_only	c91733-g1	trinity_only
c91734-g1	c91734-g1	c91734-g1	NA	NA	NA	trinity_only	c91734-g1	trinity_only
c91734-g2	c91734-g2	c91734-g2	NA	NA	NA	trinity_only	c91734-g2	trinity_only
c91734-g3	c106141-g1 (zinc ion binding) - emapper OG	zinc ion binding	NA	NA	NA	description	zinc ion binding	Gene_short_automated
c91737-g1	c91737-g1	c91737-g1	NA	NA	NA	trinity_only	c91737-g1	trinity_only
c91737-g2	c33921-g1 1-to-1 AHCTF1 AT-hook containing transcription factor 1	Ahctf1	NA	NA	NA	symbol	Ahctf1	Gene_short_automated
c91738-g1	c102719-g1 SHANK2 (SH3 and multiple ankyrin repeat domains) - emapper OG	Shank2	hs-ANKRD33,ANKUB1	Shank SH3 And multiple ankyrin repeat domains	NA	symbol	Shank	reviewed
c91739-g1	c91739-g1	c91739-g1	NA	NA	NA	trinity_only	c91739-g1	trinity_only
c91740-g1	c91740-g1 1-to-1 POLK DNA polymerase kappa	Polk	NA	NA	NA	symbol	Polk	Gene_short_automated
c91740-g2	c91740-g1 1-to-1 POLK DNA polymerase kappa	Polk	NA	NA	NA	symbol	Polk	Gene_short_automated
c91741-g1	c91741-g1	c91741-g1	NA	NA	NA	trinity_only	c91741-g1	trinity_only
c91741-g2	c91741-g2	c91741-g2	NA	NA	NA	trinity_only	c91741-g2	trinity_only
c91741-g3	c91741-g3	c91741-g3	NA	NA	NA	trinity_only	c91741-g3	trinity_only
c91743-g1	c91743-g1	c91743-g1	NA	NA	NA	trinity_only	c91743-g1	trinity_only
c91743-g2	c91743-g2	c91743-g2	NA	NA	NA	trinity_only	c91743-g2	trinity_only
c91744-g1	c103276-g1 1-to-1 MADD MAP kinase activating death domain	Madd	hs-DENND1A,DENND1C	NA	NA	symbol	Madd	Gene_short_automated
c91745-g1	c91745-g1	c91745-g1	NA	NA	NA	trinity_only	c91745-g1	trinity_only
c91746-g1	c91746-g1	c91746-g1	NA	NA	NA	trinity_only	c91746-g1	trinity_only
c91747-g1	c91747-g1	c91747-g1	NA	NA	NA	trinity_only	c91747-g1	trinity_only
c91748-g1	c91748-g1 1-to-1 LRRC49 leucine rich repeat containing 49	Lrrc49	hs-CFAP410,LRMDA	NA	NA	symbol	Lrrc49	Gene_short_automated
c91750-g1	c91750-g1	c91750-g1	NA	NA	NA	trinity_only	c91750-g1	trinity_only
c91751-g1	c17683-g1 1-to-1 RIOK2 RIO kinase 2	Riok2	hs-RIOK1	NA	NA	symbol	Riok2	Gene_short_automated
c91752-g1	c108757-g1 1-to-1 CENPJ centromere protein J	Cenpj	NA	NA	NA	symbol	Cenpj	Gene_short_automated
c91754-g1	c91754-g1 1-to-1 ARMC9 armadillo repeat containing 9	Armc9	NA	NA	NA	symbol	Armc9	Gene_short_automated
c91755-g1	c91755-g1 ATP6V1A (ATPase, H transporting, lysosomal 70kDa, V1 subunit A) - emapper OG	Atp6v1a	hs-ATP6V1A,ATP6V1B1,ATP5F1B,ATP6V1B2,ATP5F1A	ATP6V1A Lysosomal H+ ATPase	NA	symbol	Atp6v1a	reviewed
c91756-g1	c91756-g1	c91756-g1	NA	NA	NA	trinity_only	c91756-g1	trinity_only
c91756-g2	c91756-g2	c91756-g2	NA	NA	NA	trinity_only	c91756-g2	trinity_only
c91757-g1	c91757-g1	c91757-g1	NA	NA	NA	trinity_only	c91757-g1	trinity_only
c91758-g1	c91758-g1 (ankyrin 3, node of Ranvier (ankyrin G)) - emapper OG	ankyrin G	ankrd39, Dictyostelium discoideum	NA	NA	description	ankyrin G	Gene_short_automated
c91759-g1	c91759-g1 1-to-1 DDX52 DExD-box helicase 52	Ddx52	NA	NA	NA	symbol	Ddx52	Gene_short_automated
c91761-g1	c91761-g1 hs-COX6C,NDUFA4L2,NDUFB1,UQCC6	Cox6c*	hs-COX6C,NDUFA4L2,NDUFB1,UQCC6	NA	NA	symbol	Cox6c*	Gene_short_automated
c91762-g1	c91762-g1 MOB1B (MOB kinase activator) - emapper OG	Mob1b	hs-MOB1A,MOB1B,MOB3A,MOB3C,MOB3B,MOB4,MOB2	NA	NA	symbol	Mob1b	Gene_short_automated
c91764-g1	c91764-g1 (Inherit from opiNOG: Nucleolar protein 4) - emapper OG	Nucleolar protein 4	NA	NA	NA	description	Nucleolar protein 4	Gene_short_automated
c91764-g2	c91764-g2 1-to-2 NOL4,NOL4L nucleolar protein 4	Nol4/l	NA	NA	NA	symbol	Nol4/l	Gene_short_automated
c91765-g1	c91765-g1 HRAS, Mesocricetus auratus	Hras*	HRAS, Mesocricetus auratus	NA	NA	symbol	Hras*	Gene_short_automated
c91766-g1	c91766-g1 (Retrotransposon protein) - emapper OG	Retrotransposon protein	NA	NA	NA	description	Retrotransposon protein	Gene_short_automated
c91767-g1	c91767-g1 (Serine Threonine protein kinase) - emapper OG	Serine Threonine protein ki...	PK2, Autographa californica nuclear polyhedrosis v..	NA	NA	description	Serine Threonine protein ki...	Gene_short_automated
c91768-g1	c91768-g1 (L(3)mbt-like) - emapper OG	3	NA	NA	NA	description	3	Gene_short_automated
c91769-g1	c91769-g1 2-to-1 RPL6 ribosomal protein L6	Rpl6	hs-RPL6	NA	NA	symbol	Rpl6	Gene_short_automated
c91770-g1	c91770-g1 1-to-2 ARF5,ARF4 ADP ribosylation factor 5	Arf4/5	hs-ARF3,ARF1,ARF5,ARF4,ARF6,ARL1,ARL5A,ARL5B,ARL5C,AR..	NA	NA	symbol	Arf4/5	Gene_short_automated
c91771-g1	c91771-g1 Lurap1l, Mus musculus	Lurap1l*	Lurap1l, Mus musculus	NA	NA	symbol	Lurap1l*	Gene_short_automated
c91772-g1	c91772-g1	c91772-g1	NA	NA	NA	trinity_only	c91772-g1	trinity_only
c91773-g1	c91773-g1 1-to-1 URI1 URI1, prefoldin like chaperone	Uri1	NA	NA	NA	symbol	Uri1	Gene_short_automated
c91774-g1	c91774-g1 hs-WDR83OS,RAB5IF,TMEM243	Wdr83os*	hs-WDR83OS,RAB5IF,TMEM243	NA	NA	symbol	Wdr83os*	Gene_short_automated
c91775-g1	c106448-g1 1-to-1 TMEM209 transmembrane protein 209	Tmem209	NA	NA	NA	symbol	Tmem209	Gene_short_automated
c91775-g2	c106448-g1 1-to-1 TMEM209 transmembrane protein 209	Tmem209	NA	NA	NA	symbol	Tmem209	Gene_short_automated
c91775-g3	c91775-g3	c91775-g3	NA	NA	NA	trinity_only	c91775-g3	trinity_only
c91776-g1	c91776-g1	c91776-g1	NA	NA	NA	trinity_only	c91776-g1	trinity_only
c91777-g1	c91777-g1	c91777-g1	NA	NA	NA	trinity_only	c91777-g1	trinity_only
c91779-g1	c91779-g1 1-to-1 ERCC2 ERCC excision repair 2, TFIIH core complex helicase subunit	Ercc2	hs-PLEKHO1,PHETA1,IPCEF1,GAB4,DOK7,PLEKHA3,PLEKHN1,PH..	NA	NA	symbol	Ercc2	Gene_short_automated
c9178-g1	c89870-g1 EPHA3 (EPH receptor A3) - blastp	Epha3	NA	NA	NA	symbol	Epha3	Gene_short_automated
c91780-g1	c91780-g1	c91780-g1	NA	NA	NA	trinity_only	c91780-g1	trinity_only
c91781-g1	c91781-g1 hs-SCIMP,SIT1,SMIM36,LST1,BEAN1,MRAP2,OPALIN,PMEPA1,G..	Scimp*	hs-SCIMP,SIT1,SMIM36,LST1,BEAN1,MRAP2,OPALIN,PMEPA1,G..	NA	NA	symbol	Scimp*	Gene_short_automated
c91782-g1	c91782-g1	c91782-g1	NA	NA	NA	trinity_only	c91782-g1	trinity_only
c91785-g1	c91785-g1 1-to-1 STYXL1 serine/threonine/tyrosine interacting like 1	Styxl1	hs-STYXL1,DUSP2,DUSP7,DUSP6,DUSP9,DUSP4,DUSP1,DUSP5,E..	NA	NA	symbol	Styxl1	Gene_short_automated
c91787-g1	c91787-g1	c91787-g1	NA	NA	NA	trinity_only	c91787-g1	trinity_only
c91789-g1	c91789-g1	c91789-g1	NA	NA	NA	trinity_only	c91789-g1	trinity_only
c91789-g2	c91789-g2	c91789-g2	NA	NA	NA	trinity_only	c91789-g2	trinity_only
c9179-g1	c9179-g1	c9179-g1	NA	NA	NA	trinity_only	c9179-g1	trinity_only
c91790-g1	c91790-g1 1-to-1 MFHAS1 malignant fibrous histiocytoma amplified sequence 1	Mfhas1	OGN, Oryctolagus cuniculus	NA	NA	symbol	Mfhas1	Gene_short_automated
c91790-g2	c91790-g2 BGN, Oryctolagus cuniculus	Bgn*	BGN, Oryctolagus cuniculus	NA	NA	symbol	Bgn*	Gene_short_automated
c91791-g1	c101812-g1 LRRK2 (leucine-rich repeat kinase 2) - blastp	Lrrk2	hs-RRAGB,RRAGC,RRAGD,RAB34	NA	NA	symbol	Lrrk2 D	Gene_short_automated+suffix
c91792-g1	c91792-g1	c91792-g1	NA	NA	NA	trinity_only	c91792-g1	trinity_only
c91793-g1	c91793-g1	c91793-g1	NA	NA	NA	trinity_only	c91793-g1	trinity_only
c91794-g1	c91794-g1 7-to-3 PTPRK,PTPRT,PTPRM protein tyrosine phosphatase, receptor type K	Ptprk/m/t	H6, Microplitis demolitor bracovirus (isolate Webb..	NA	NA	symbol	Ptprk/m/t	Gene_short_automated
c91796-g1	c91796-g1 (Inherit from artNOG: Macrophage migration inhibitory factor (MIF)) - emapper OG	MIF	hs-DDT,MIF,DDTL	NA	Mif	symbol	Mif	reviewed
c91796-g2	c91796-g2	c91796-g2	NA	NA	NA	trinity_only	c91796-g2	trinity_only
c91797-g1	c91797-g1	c91797-g1	NA	NA	NA	trinity_only	c91797-g1	trinity_only
c91797-g2	c91797-g2	c91797-g2	NA	NA	NA	trinity_only	c91797-g2	trinity_only
c91798-g1	c91798-g1	c91798-g1	NA	NA	NA	trinity_only	c91798-g1	trinity_only
c91799-g1	c103916-g2 1-to-1 CFAP53 cilia and flagella associated protein 53	Cfap53	hs-CFAP53,TCHP,CFAP45,MNS1,CFAP210,RIBC2	NA	NA	symbol	Cfap53	Gene_short_automated
c91800-g1	c91800-g1	c91800-g1	NA	NA	NA	trinity_only	c91800-g1	trinity_only
c91801-g1	c91801-g1	c91801-g1	NA	NA	NA	trinity_only	c91801-g1	trinity_only
c91801-g2	c91801-g2	c91801-g2	NA	NA	NA	trinity_only	c91801-g2	trinity_only
c91803-g1	c91803-g1 1-to-1 GTF3C6 general transcription factor IIIC subunit 6	Gtf3c6	sfc7, Schizosaccharomyces pombe (strain 972 / ATCC..	NA	NA	symbol	Gtf3c6	Gene_short_automated
c91804-g1	c91804-g1	c91804-g1	NA	NA	NA	trinity_only	c91804-g1	trinity_only
c91808-g1	c91808-g1	c91808-g1	NA	NA	NA	trinity_only	c91808-g1	trinity_only
c91809-g1	c91809-g1 2-to-1 RPS14 ribosomal protein S14	Rps14	hs-RPS14	NA	NA	symbol	Rps14	Gene_short_automated
c9181-g1	c9181-g1	c9181-g1	NA	NA	NA	trinity_only	c9181-g1	trinity_only
c91810-g1	c91810-g1 1-to-1 CENPP centromere protein P	Cenpp	NA	NA	NA	symbol	Cenpp	Gene_short_automated
c91813-g1	c91813-g1 (Dyp-type peroxidase family) - emapper OG	Dyp-type peroxidase family	efeB, Yersinia pestis bv. Antiqua (strain Nepal516..	NA	Dyp-type peroxidase	symbol	Dyp-type peroxidase	reviewed
c91815-g1	c91815-g1	c91815-g1	NA	NA	NA	trinity_only	c91815-g1	trinity_only
c91815-g2	c91815-g2	c91815-g2	NA	NA	NA	trinity_only	c91815-g2	trinity_only
c91816-g1	c91816-g1 1-to-1 EFCAB7 EF-hand calcium binding domain 7	Efcab7	hs-GUCA1C,GUCA1A,AIF1L,PVALEF,RCVRN	NA	NA	symbol	Efcab7	Gene_short_automated
c91816-g2	c91816-g2	c91816-g2	NA	NA	NA	trinity_only	c91816-g2	trinity_only
c91817-g1	c91817-g1	c91817-g1	NA	NA	NA	trinity_only	c91817-g1	trinity_only
c91819-g1	c91819-g1	c91819-g1	NA	NA	NA	trinity_only	c91819-g1	trinity_only
c9182-g1	c9182-g1 1-to-1 CEP290 centrosomal protein 290	Cep290	NA	NA	NA	symbol	Cep290	Gene_short_automated
c91820-g1	c91820-g1 hs-TMEM116	Tmem116*	hs-TMEM116	NA	NA	symbol	Tmem116* O	Gene_short_automated+suffix
c91821-g1	c91821-g1	c91821-g1	NA	NA	NA	trinity_only	c91821-g1	trinity_only
c91822-g1	c91822-g1	c91822-g1	NA	NA	NA	trinity_only	c91822-g1	trinity_only
c91823-g1	c91823-g1	c91823-g1	NA	NA	NA	trinity_only	c91823-g1	trinity_only
c91824-g1	c91824-g1 MYO18A (Myosin XVIIIA) - emapper OG	Myo18a	NA	NA	NA	symbol	Myo18a	Gene_short_automated
c91827-g1	c91827-g1	c91827-g1	NA	NA	NA	trinity_only	c91827-g1	trinity_only
c91828-g1	c102266-g1 1-to-1 CIT citron rho-interacting serine/threonine kinase	Cit	NA	NA	NA	symbol	Cit	Gene_short_automated
c91829-g1	c91829-g1 (Inherit from opiNOG: Zinc finger protein) - emapper OG	Zinc finger protein	hs-TRIM74,TRIM73,TRIM40,TRIM63	NA	NA	description	Zinc finger protein	Gene_short_automated
c9183-g1	c9183-g1	c9183-g1	NA	NA	NA	trinity_only	c9183-g1	trinity_only
c91830-g1	c106626-g1 NWD1 (NACHT and WD repeat) - emapper OG	Nwd1	NA	NA	NA	symbol	Nwd1	Gene_short_automated
c91830-g2	c91830-g2	c91830-g2	NA	NA	NA	trinity_only	c91830-g2	trinity_only
c91830-g3	c91830-g3	c91830-g3	NA	NA	NA	trinity_only	c91830-g3	trinity_only
c91832-g1	c91832-g1 YBIA (Swarming motility protein YbiA) - emapper OG	Ybia	NA	NA	NA	symbol	Ybia	Gene_short_automated
c91833-g1	c90726-g1 1-to-1 SPEF2 sperm flagellar 2	Spef2	NA	NA	NA	symbol	Spef2	Gene_short_automated
c91833-g2	c91833-g2 stg1, Schizosaccharomyces pombe (strain 972 / ATCC..	Stg1*	stg1, Schizosaccharomyces pombe (strain 972 / ATCC..	NA	NA	symbol	Stg1*	Gene_short_automated
c91834-g1	c91834-g1	c91834-g1	NA	NA	NA	trinity_only	c91834-g1	trinity_only
c91835-g1	c91835-g1	c91835-g1	NA	NA	NA	trinity_only	c91835-g1	trinity_only
c91836-g1	c101954-g2 1-to-1 NCAPD3 non-SMC condensin II complex subunit D3	Ncapd3	dm-Nnp-1	NA	NA	symbol	Ncapd3	Gene_short_automated
c91837-g1	c91837-g1	c91837-g1	NA	NA	NA	trinity_only	c91837-g1	trinity_only
c91839-g1	c91839-g1	c91839-g1	NA	NA	NA	trinity_only	c91839-g1	trinity_only
c9184-g1	c9184-g1 1-to-1 FITM2 fat storage inducing transmembrane protein 2	Fitm2	hs-FITM2,FITM1,PLPP5,PLPP3,PLPPR2,PLPPR1,PLPP1	NA	NA	symbol	Fitm2	Gene_short_automated
c91840-g1	c101369-g1 4-to-2 UNC13D,BAIAP3 unc-13 homolog D	Unc13d/Baiap3	hs-BAIAP3,CADPS	NA	NA	symbol	Unc13d/Baiap3 C	Gene_short_automated+suffix
c91841-g1	c91841-g1 U78, Human herpesvirus 6A (strain Uganda-1102)	U78*	U78, Human herpesvirus 6A (strain Uganda-1102)	NA	NA	symbol	U78*	Gene_short_automated
c91842-g1	c91842-g1	c91842-g1	NA	NA	NA	trinity_only	c91842-g1	trinity_only
c91842-g2	c91842-g2	c91842-g2	NA	NA	NA	trinity_only	c91842-g2	trinity_only
c91843-g1	c91843-g1 1-to-1 C5orf51 chromosome 5 open reading frame 51	C5orf51	NA	NA	NA	symbol	C5orf51	Gene_short_automated
c91844-g1	c104321-g4 1-to-2 KCNT2,KCNT1 potassium sodium-activated channel subfamily T member 2	Kcnt1/2	NA	NA	NA	symbol	Kcnt1/2	Gene_short_automated
c91846-g1	c100850-g1 1-to-1 XPOT exportin for tRNA	Xpot	NA	NA	NA	symbol	Xpot	Gene_short_automated
c91847-g1	c91847-g1	c91847-g1	NA	NA	NA	trinity_only	c91847-g1	trinity_only
c91848-g1	c78253-g1 1-to-1 LTA lymphotoxin alpha	Lta	LTB, Sus scrofa	NA	NA	symbol	Lta	Gene_short_automated
c91849-g1	c91849-g1 (Cadherins are calcium dependent cell adhesion proteins (By similarity)) - emapper OG	Cadherins are calcium depen...	NA	NA	NA	description	Cadherins are calcium depen...	Gene_short_automated
c91849-g2	c91849-g2	c91849-g2	NA	NA	NA	trinity_only	c91849-g2	trinity_only
c91850-g1	c91850-g1 1-to-1 GPAA1 glycosylphosphatidylinositol anchor attachment 1	Gpaa1	hs-GPAA1	NA	NA	symbol	Gpaa1	Gene_short_automated
c91850-g2	c91850-g1 1-to-1 GPAA1 glycosylphosphatidylinositol anchor attachment 1	Gpaa1	hs-GPAA1	NA	NA	symbol	Gpaa1	Gene_short_automated
c91851-g1	c385-g1 SPAG17 (sperm associated antigen 17) - blastp	Spag17	NA	NA	NA	symbol	Spag17	Gene_short_automated
c91851-g2	c91851-g2	c91851-g2	NA	NA	NA	trinity_only	c91851-g2	trinity_only
c91851-g3	c385-g1 SPAG17 (sperm associated antigen 17) - blastp	Spag17	NA	NA	NA	symbol	Spag17	Gene_short_automated
c91853-g1	c91853-g1	c91853-g1	NA	NA	NA	trinity_only	c91853-g1	trinity_only
c91854-g1	c91854-g1	c91854-g1	NA	NA	NA	trinity_only	c91854-g1	trinity_only
c91855-g1	c91855-g1 4-to-1 NMRAL1 NmrA like redox sensor 1	Nmral1	galE, Klebsiella pneumoniae	NA	NA	symbol	Nmral1	Gene_short_automated
c91856-g1	c91856-g1	c91856-g1	NA	NA	NA	trinity_only	c91856-g1	trinity_only
c91856-g2	c91856-g2 2-to-3 IQSEC2,IQSEC3,IQSEC1 IQ motif and Sec7 domain 2	Iqsec1/2/3	NA	NA	NA	symbol	Iqsec1/2/3 B	Gene_short_automated+suffix
c91858-g1	c91858-g1	c91858-g1	NA	NA	NA	trinity_only	c91858-g1	trinity_only
c91859-g1	c91859-g1	c91859-g1	NA	NA	NA	trinity_only	c91859-g1	trinity_only
c91859-g2	c91859-g2	c91859-g2	NA	NA	NA	trinity_only	c91859-g2	trinity_only
c91859-g3	c91859-g3	c91859-g3	NA	NA	NA	trinity_only	c91859-g3	trinity_only
c91860-g1	c91860-g1 (Phosphomethylpyrimidine kinase) - emapper OG	Phosphomethylpyrimidine kinase	NA	NA	NA	description	Phosphomethylpyrimidine kinase	Gene_short_automated
c91863-g1	c91863-g1	c91863-g1	NA	NA	NA	trinity_only	c91863-g1	trinity_only
c91864-g1	c106793-g1 (Dynein heavy chain, N-terminal region 2) - emapper OG	Dynein heavy chain, N-termi...	NA	NA	NA	description	Dynein heavy chain, N-termi...	Gene_short_automated
c91864-g2	c106793-g1 (Dynein heavy chain, N-terminal region 2) - emapper OG	Dynein heavy chain, N-termi...	NA	NA	NA	description	Dynein heavy chain, N-termi...	Gene_short_automated
c91864-g3	c106793-g1 (Dynein heavy chain, N-terminal region 2) - emapper OG	Dynein heavy chain, N-termi...	NA	NA	NA	description	Dynein heavy chain, N-termi...	Gene_short_automated
c91865-g1	c91865-g1 hs-CLTRN,VSIR,C17orf78,CEACAM4,SGCE,PIANP,SGCA,BAMBI,..	Cltrn*	hs-CLTRN,VSIR,C17orf78,CEACAM4,SGCE,PIANP,SGCA,BAMBI,..	NA	NA	symbol	Cltrn*	Gene_short_automated
c91866-g1	c91866-g1 1-to-1 RAD54L RAD54 like (S. cerevisiae)	Rad54l	NA	NA	NA	symbol	Rad54l	Gene_short_automated
c91866-g2	c91866-g2	c91866-g2	NA	NA	NA	trinity_only	c91866-g2	trinity_only
c91869-g1	c91869-g1 hs-IGLV5-48	Iglv5-48*	hs-IGLV5-48	NA	NA	symbol	Iglv5-48*	Gene_short_automated
c9187-g1	c9187-g1	c9187-g1	NA	NA	NA	trinity_only	c9187-g1	trinity_only
c91870-g1	c91870-g1	c91870-g1	NA	NA	NA	trinity_only	c91870-g1	trinity_only
c91870-g2	c91870-g2 insN, Shigella dysenteriae	Insn*	insN, Shigella dysenteriae	NA	NA	symbol	Insn*	Gene_short_automated
c91872-g1	c91872-g1 hs-TIMM8B,TIMM8A,TIMM13,TIMM9,TIMM10,NDUFAF8,COX19,CO..	Timm8b*	hs-TIMM8B,TIMM8A,TIMM13,TIMM9,TIMM10,NDUFAF8,COX19,CO..	NA	NA	symbol	Timm8b*	Gene_short_automated
c91873-g1	c91873-g1	c91873-g1	NA	NA	NA	trinity_only	c91873-g1	trinity_only
c91874-g1	c91874-g1 ANK1 (ankyrin 1) - emapper OG	Ank1	FPV231, Fowlpox virus (strain NVSL)	NA	NA	symbol	Ank1	Gene_short_automated
c91874-g2	c84634-g1 (Ankyrin Repeat) - emapper OG	Ankyrin Repeat	NA	NA	NA	description	Ankyrin Repeat	Gene_short_automated
c91875-g1	c85380-g1 (Transient receptor potential cation channel subfamily A member) - emapper OG	Transient receptor potentia...	hs-ANKRD34B,ANKRD34A,ANKRD6,ANKRD34C	NA	NA	description	Transient receptor potentia... F	Gene_short_automated+suffix
c91877-g1	c89902-g1 7-to-4 SLC26A5,SLC26A3,SLC26A9,SLC26A6 solute carrier family 26 member 5	Slc26a3/5/6/9	NA	NA	NA	symbol	Slc26a3/5/6/9	Gene_short_automated
c91878-g1	c91878-g1 1-to-1 LSM7 LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	Lsm7	hs-LSM5,LSM7,NAA38,SNRPD2,LSM3,SNRPE,SNRPF,SNRPG,SNRP..	NA	NA	symbol	Lsm7	Gene_short_automated
c91879-g1	c91879-g1	c91879-g1	NA	NA	NA	trinity_only	c91879-g1	trinity_only
c9188-g1	c9188-g1	c9188-g1	NA	NA	NA	trinity_only	c9188-g1	trinity_only
c91881-g1	c91881-g1 NTRK2 (neurotrophic tyrosine kinase, receptor, type) - emapper OG	Ntrk2	NA	NA	NA	symbol	Ntrk2	Gene_short_automated
c91882-g1	c91882-g1 MIB2 (mindbomb E3 ubiquitin protein ligase) - emapper OG	Mib2	NA	Mib2 B Mindbomb E3 ubiquitin protein ligase 2	NA	symbol	Mib2 B	reviewed
c91883-g1	c91883-g1 1-to-1 MED20 mediator complex subunit 20	Med20	hs-SWSAP1	NA	NA	symbol	Med20	Gene_short_automated
c91884-g1	c91884-g1	c91884-g1	NA	NA	NA	trinity_only	c91884-g1	trinity_only
c91885-g1	c91885-g1 1-to-2 ISG20L2,AEN interferon stimulated exonuclease gene 20 like 2	Isg20l2/Aen	hs-ISG20,TREX2	NA	NA	symbol	Isg20l2/Aen	Gene_short_automated
c91885-g2	c91885-g2	c91885-g2	NA	NA	NA	trinity_only	c91885-g2	trinity_only
c91886-g1	c91886-g1	c91886-g1	NA	NA	NA	trinity_only	c91886-g1	trinity_only
c91887-g1	c91887-g1	c91887-g1	NA	NA	NA	trinity_only	c91887-g1	trinity_only
c91890-g1	c91890-g1 PLRG1 (pleiotropic regulator 1) - blastp	Plrg1	hs-TLE7,WDR13,PLRG1,RRP9,WDR25,CDC20,WRAP53,EML3,CDC2..	NA	NA	symbol	Plrg1	Gene_short_automated
c91890-g2	c91890-g1 PLRG1 (pleiotropic regulator 1) - blastp	Plrg1	hs-TLE7,WDR13,PLRG1,RRP9,WDR25,CDC20,WRAP53,EML3,CDC2..	NA	NA	symbol	Plrg1	Gene_short_automated
c91891-g1	c5245-g1 (morphogenesis of an epithelium) - emapper OG	morphogenesis of an epithelium	NA	NA	NA	description	morphogenesis of an epithelium N	Gene_short_automated+suffix
c91892-g1	c91892-g1 AtMg00120, Arabidopsis thaliana	Atmg00120*	AtMg00120, Arabidopsis thaliana	NA	NA	symbol	Atmg00120*	Gene_short_automated
c91893-g1	c91893-g1 slyX, Thiobacillus denitrificans (strain ATCC 2525..	Slyx*	slyX, Thiobacillus denitrificans (strain ATCC 2525..	NA	NA	symbol	Slyx*	Gene_short_automated
c91893-g2	c91893-g2	c91893-g2	NA	NA	NA	trinity_only	c91893-g2	trinity_only
c91894-g1	c35280-g1	c35280-g1	NA	NA	NA	trinity_only	c35280-g1	Gene_short_automated
c91894-g2	c91894-g2	c91894-g2	NA	NA	NA	trinity_only	c91894-g2	trinity_only
c91894-g3	c91894-g3	c91894-g3	NA	NA	NA	trinity_only	c91894-g3	trinity_only
c91895-g1	c91895-g1	c91895-g1	NA	NA	NA	trinity_only	c91895-g1	trinity_only
c91896-g1	c91896-g1	c91896-g1	NA	NA	NA	trinity_only	c91896-g1	trinity_only
c91896-g2	c91896-g2	c91896-g2	NA	NA	NA	trinity_only	c91896-g2	trinity_only
c91897-g1	c78129-g1 1-to-4 DNMT3A,DNMT3L,DNMT3B,FP565260.4 DNA methyltransferase 3 alpha	Dnmt3a/Dnmt3l/Dnmt3b/Fp5652...	hs-TRDMT1	NA	NA	symbol	Dnmt3a/Dnmt3l/Dnmt3b/Fp5652...	Gene_short_automated
c91898-g1	c91898-g1	c91898-g1	NA	NA	NA	trinity_only	c91898-g1	trinity_only
c91899-g1	c91899-g1	c91899-g1	NA	NA	NA	trinity_only	c91899-g1	trinity_only
c91900-g1	c91900-g1 CCDC97 (Coiled-coil domain containing 97) - emapper OG	Ccdc97	hs-POLR3G	NA	NA	symbol	Ccdc97	Gene_short_automated
c91903-g1	c88722-g1 1-to-1 FPGS folylpolyglutamate synthase	Fpgs	NA	NA	NA	symbol	Fpgs	Gene_short_automated
c91903-g2	c88722-g1 1-to-1 FPGS folylpolyglutamate synthase	Fpgs	NA	NA	NA	symbol	Fpgs	Gene_short_automated
c91904-g1	c91904-g1 hs-TMEM218	Tmem218*	hs-TMEM218	NA	NA	symbol	Tmem218*	Gene_short_automated
c91905-g1	c91905-g1	c91905-g1	NA	NA	NA	trinity_only	c91905-g1	trinity_only
c91906-g1	c91906-g1 hs-TEX12	Tex12*	hs-TEX12	NA	NA	symbol	Tex12*	Gene_short_automated
c91907-g1	c90411-g1 1-to-1 ATM ATM serine/threonine kinase	Atm	NA	NA	NA	symbol	Atm	Gene_short_automated
c91907-g2	c90411-g1 1-to-1 ATM ATM serine/threonine kinase	Atm	NA	NA	NA	symbol	Atm	Gene_short_automated
c91909-g1	c91909-g1 1-to-1 PARL presenilin associated rhomboid like	Parl	hs-PARL,RHBDL2	NA	NA	symbol	Parl	Gene_short_automated
c91910-g1	c91910-g1	c91910-g1	NA	NA	NA	trinity_only	c91910-g1	trinity_only
