length	gene_names
810	c85446-g2
202	c85447-g1
545	c85448-g1
2085	c85450-g1
410	c85452-g1
251	c85454-g1
240	c85461-g1
330	c85462-g1
380	c85462-g2
819	c85463-g1
223	c85463-g2
282	c85464-g1
451	c85472-g1
582	c85475-g1
269	c85478-g1
239	c85480-g1
389	c85481-g1
204	c85485-g1
280	c85487-g1
439	c85493-g1
260	c85494-g1
307	c85497-g1
276	c85500-g1
1140	c85501-g1
333	c85506-g1
227	c85508-g1
1635	c85512-g1
222	c85513-g1
282	c85513-g2
222	c85514-g1
2069	c85516-g1
214	c85517-g1
267	c85520-g1
1077	c85524-g1
240	c85530-g1
301	c85531-g1
202	c85538-g1
576	c85539-g1
342	c85540-g1
335	c85540-g2
282	c85545-g1
313	c85550-g1
462	c85553-g1
287	c85554-g1
232	c85558-g1
385	c85558-g2
266	c85562-g1
362	c85565-g1
284	c85566-g1
1931	c85569-g1
2440	c85570-g1
210	c85571-g1
518	c85572-g1
234	c85574-g1
209	c85576-g1
210	c85580-g1
355	c85583-g1
576	c85585-g1
555	c85586-g1
266	c85588-g1
436	c85591-g1
201	c85593-g1
217	c85594-g1
731	c85595-g1
298	c85595-g2
253	c85597-g1
438	c85606-g1
942	c85606-g2
254	c85610-g1
240	c85613-g1
280	c85613-g2
671	c85614-g1
626	c85615-g1
221	c85616-g1
498	c85618-g1
445	c85619-g1
202	c85624-g1
230	c85625-g1
221	c85632-g1
276	c85634-g1
309	c85639-g1
239	c85642-g1
222	c85643-g1
479	c85647-g1
204	c85647-g2
203	c85651-g1
1162	c85655-g1
303	c85658-g1
234	c8565-g1
296	c85660-g1
243	c85662-g1
289	c85668-g1
550	c85669-g1
675	c85669-g2
470	c85670-g1
405	c85675-g1
284	c85675-g2
201	c85677-g1
235	c85681-g1
308	c85684-g1
245	c85685-g1
1300	c85689-g1
346	c85697-g1
229	c85698-g1
668	c85699-g1
255	c85700-g1
504	c85703-g2
203	c85703-g3
383	c85704-g1
214	c85705-g1
264	c85708-g1
210	c85709-g1
282	c85710-g1
275	c85715-g1
261	c85716-g1
296	c85717-g1
345	c8571-g1
579	c85722-g1
213	c85725-g1
290	c85730-g1
282	c85733-g1
1597	c85740-g1
320	c85741-g1
246	c85741-g2
201	c85743-g1
301	c85745-g1
649	c85748-g1
231	c85752-g1
332	c85753-g1
318	c85754-g1
217	c85756-g1
443	c85757-g1
417	c85758-g1
254	c85759-g1
266	c85760-g1
322	c85763-g1
1330	c85763-g2
339	c85764-g1
201	c85764-g2
319	c85768-g1
275	c85774-g1
426	c85775-g1
227	c85780-g1
336	c85786-g1
375	c85788-g1
213	c85789-g1
209	c85790-g3
494	c85791-g1
450	c85792-g1
282	c85793-g1
482	c85794-g1
601	c85796-g1
217	c85797-g1
317	c85799-g1
291	c85804-g1
228	c85804-g2
295	c85804-g3
252	c85806-g1
665	c85809-g1
997	c85815-g1
371	c85818-g1
759	c85820-g1
287	c85820-g2
226	c85820-g3
204	c85823-g1
236	c85824-g1
513	c85825-g1
757	c85829-g1
201	c85835-g1
230	c85840-g1
252	c85843-g1
244	c85844-g1
211	c85846-g1
219	c85847-g1
1870	c85851-g1
236	c85853-g1
373	c85854-g1
236	c85856-g1
1718	c85861-g1
361	c85865-g1
258	c85869-g1
297	c85869-g2
219	c85873-g1
204	c85876-g1
613	c85877-g1
220	c85882-g1
202	c85885-g1
215	c85886-g1
247	c85895-g1
269	c85895-g2
486	c85898-g1
204	c85899-g1
202	c8589-g1
814	c85902-g1
654	c85903-g1
204	c85904-g1
243	c85905-g1
250	c85905-g2
280	c85909-g1
309	c85911-g1
434	c85912-g1
250	c85915-g1
209	c85917-g1
771	c85920-g1
262	c85922-g1
425	c85923-g1
320	c85927-g1
206	c85929-g1
470	c85931-g1
222	c85934-g1
622	c85935-g1
250	c85936-g1
278	c85942-g1
309	c85945-g1
1872	c85948-g1
389	c85949-g1
214	c85950-g1
441	c85951-g1
338	c8595-g1
209	c85962-g1
488	c85964-g1
406	c85964-g2
529	c85965-g1
354	c85967-g1
248	c85968-g1
220	c85968-g2
279	c85970-g1
236	c85971-g1
321	c85971-g3
498	c85976-g1
285	c85978-g1
514	c85979-g1
223	c85984-g1
237	c85985-g1
214	c85985-g2
737	c85989-g1
305	c85992-g1
454	c85993-g1
3704	c85994-g1
353	c85994-g2
425	c85995-g1
284	c85997-g1
213	c85998-g1
463	c85999-g1
295	c86003-g1
201	c86004-g1
260	c86005-g1
262	c86010-g1
328	c86011-g1
277	c86012-g1
212	c86014-g1
223	c86015-g1
3044	c86016-g1
208	c86021-g1
383	c86022-g1
1497	c86027-g1
289	c86027-g2
242	c86032-g1
265	c86033-g1
205	c86034-g1
393	c86039-g1
327	c86039-g2
212	c86040-g1
323	c86040-g2
324	c86041-g1
206	c86043-g1
265	c86044-g1
726	c86045-g1
321	c86046-g1
259	c86047-g1
657	c86051-g1
534	c86055-g1
242	c86056-g1
277	c86061-g1
225	c86063-g1
239	c86063-g2
331	c86066-g1
218	c86067-g1
307	c86067-g2
218	c86068-g1
478	c86071-g1
362	c86072-g1
422	c86077-g1
1189	c86077-g2
205	c86082-g1
297	c86082-g2
215	c86087-g1
272	c86088-g1
238	c86090-g1
230	c86092-g1
213	c86095-g1
779	c86095-g2
207	c86096-g1
208	c8609-g1
286	c86100-g1
349	c86102-g1
319	c86105-g1
283	c86114-g1
247	c86117-g1
232	c86120-g1
244	c86120-g2
244	c86121-g1
257	c86125-g1
210	c86126-g1
237	c86128-g1
212	c86128-g2
205	c86128-g3
1330	c86130-g1
342	c86130-g2
240	c86131-g1
482	c86132-g1
209	c86134-g1
296	c86137-g1
964	c86138-g1
376	c86139-g1
240	c86143-g1
239	c86145-g1
237	c86149-g1
454	c86151-g1
218	c86152-g1
215	c86154-g1
300	c86155-g2
227	c86156-g1
206	c86161-g1
336	c86165-g1
239	c86165-g2
275	c86169-g1
394	c86173-g1
348	c86173-g2
201	c86180-g1
230	c86180-g2
260	c86181-g1
210	c86184-g1
286	c86185-g1
222	c86187-g1
3239	c86189-g1
313	c86191-g1
340	c86191-g2
225	c86191-g3
335	c86194-g1
217	c86201-g1
223	c86202-g1
228	c86205-g1
249	c86207-g1
220	c86208-g1
219	c86211-g1
224	c86214-g1
243	c86216-g1
233	c86218-g1
590	c86222-g1
292	c86223-g1
255	c86224-g1
223	c86227-g1
514	c86228-g1
362	c86229-g1
232	c86231-g1
339	c86233-g1
588	c86234-g1
216	c86235-g1
548	c86237-g1
740	c86239-g1
304	c86242-g1
285	c86243-g1
266	c86245-g1
217	c86250-g1
271	c86251-g1
228	c86252-g1
269	c86253-g1
279	c86258-g1
231	c86258-g2
576	c86261-g1
1655	c86266-g1
279	c86266-g2
204	c86269-g1
265	c86269-g2
793	c86272-g1
348	c86272-g2
210	c86273-g1
256	c86276-g1
269	c86277-g1
318	c86279-g1
377	c86280-g1
212	c86284-g1
2279	c86288-g1
238	c86293-g1
292	c86293-g2
309	c86295-g1
1232	c86296-g1
219	c86297-g1
297	c86300-g1
398	c86301-g1
270	c86303-g1
265	c86308-g1
313	c86309-g1
288	c86313-g1
297	c86316-g1
231	c86316-g2
242	c86323-g1
277	c86325-g1
205	c86327-g1
260	c86328-g1
272	c86328-g2
335	c86330-g1
445	c86331-g1
322	c86332-g1
471	c86337-g1
258	c86345-g1
236	c86346-g1
220	c86348-g1
351	c86349-g1
204	c86351-g1
369	c86354-g1
208	c86357-g1
225	c86358-g1
250	c8635-g1
407	c86363-g1
215	c86364-g1
442	c86365-g1
214	c86375-g1
262	c86376-g1
778	c86378-g1
218	c86378-g2
395	c86378-g3
324	c86379-g1
210	c86379-g2
208	c86380-g2
386	c86381-g1
315	c86386-g1
212	c86387-g1
259	c86388-g1
590	c86389-g1
382	c86395-g1
202	c86395-g2
524	c86396-g1
355	c86399-g1
202	c86399-g2
295	c86400-g1
325	c86401-g1
539	c86401-g2
540	c86403-g1
223	c86403-g2
208	c86404-g1
286	c86408-g1
421	c86409-g1
206	c86410-g1
329	c86410-g2
411	c86410-g3
336	c86416-g1
255	c86420-g1
245	c86423-g1
867	c86424-g1
248	c86429-g1
495	c86434-g1
237	c86436-g1
520	c86444-g1
221	c86445-g1
265	c86448-g1
276	c8644-g1
465	c86451-g1
405	c86451-g2
203	c86453-g1
214	c86457-g1
973	c86459-g1
233	c86460-g1
1070	c86460-g2
244	c86461-g1
233	c86461-g2
396	c86463-g1
256	c86463-g2
249	c86464-g1
389	c86464-g2
341	c86467-g1
493	c86471-g1
240	c86472-g1
228	c86475-g1
256	c86479-g1
215	c86482-g1
242	c86485-g1
213	c86487-g1
521	c86488-g1
264	c86492-g1
310	c86494-g1
332	c86495-g1
245	c86497-g1
201	c86501-g1
231	c86503-g1
203	c86505-g1
316	c86506-g1
321	c86506-g2
325	c86508-g1
315	c86509-g1
404	c86510-g1
324	c86511-g1
205	c86515-g1
227	c86524-g1
209	c86525-g1
207	c86528-g1
629	c86531-g1
678	c86532-g1
228	c86536-g1
208	c86537-g1
226	c86544-g1
480	c86544-g2
278	c86548-g1
251	c86550-g1
231	c86552-g1
404	c86552-g2
305	c86552-g3
353	c86560-g1
407	c86561-g1
267	c86563-g1
215	c86565-g1
440	c86565-g2
233	c86565-g3
238	c86566-g1
226	c86572-g1
216	c86576-g1
362	c86580-g1
411	c86581-g1
260	c86583-g1
201	c86585-g1
232	c86589-g1
430	c86590-g1
258	c86593-g1
257	c86594-g1
251	c86596-g1
230	c86597-g1
227	c86598-g1
455	c86601-g1
211	c86604-g1
799	c86608-g1
696	c86609-g1
247	c86609-g3
201	c86611-g1
300	c86618-g1
579	c86618-g2
213	c86621-g1
206	c86622-g1
234	c86631-g1
206	c86634-g1
599	c86635-g1
497	c86637-g1
206	c86637-g2
270	c86637-g3
211	c86641-g1
2244	c86647-g1
265	c86647-g2
245	c86652-g1
380	c86653-g1
275	c86654-g1
227	c86655-g1
208	c86656-g1
303	c86656-g2
276	c86657-g1
217	c86658-g2
209	c86660-g1
270	c86663-g1
228	c86664-g1
272	c86665-g1
482	c86671-g1
318	c86671-g2
309	c86671-g3
423	c86675-g1
205	c86676-g2
280	c86676-g3
1368	c86677-g1
1046	c86678-g1
291	c86680-g1
425	c86683-g1
342	c86689-g1
536	c86690-g1
208	c86691-g1
251	c86692-g1
462	c86693-g1
320	c86694-g1
223	c86702-g1
753	c86704-g1
231	c86710-g1
892	c86719-g1
250	c86720-g1
325	c86722-g1
257	c86723-g1
240	c86727-g1
245	c86730-g1
277	c86731-g1
215	c86737-g1
292	c86739-g1
657	c86741-g1
211	c86743-g1
526	c86744-g1
286	c86750-g1
261	c86750-g2
271	c86750-g3
618	c86755-g1
247	c86755-g2
228	c86756-g1
288	c86756-g2
911	c86763-g1
311	c86763-g2
201	c86766-g1
328	c86766-g2
206	c86769-g1
343	c86769-g2
333	c86774-g1
705	c86774-g2
231	c86783-g1
717	c86786-g1
265	c86786-g3
430	c86796-g1
395	c86800-g1
333	c86802-g1
220	c86804-g1
306	c86805-g1
225	c86806-g1
474	c86807-g1
373	c86807-g2
263	c86808-g1
283	c86809-g1
294	c86811-g1
410	c86820-g1
332	c86820-g2
201	c86821-g1
649	c86821-g2
255	c86828-g1
212	c86829-g1
214	c86831-g1
295	c86833-g1
326	c86836-g1
384	c86838-g1
3794	c86839-g1
373	c86844-g1
249	c86849-g1
422	c86853-g1
207	c86854-g1
210	c86857-g1
489	c86858-g1
1201	c86862-g1
210	c86864-g1
281	c86865-g1
410	c86866-g1
249	c86867-g1
427	c86869-g1
212	c86870-g1
358	c86876-g1
1093	c86881-g1
244	c86887-g1
972	c86888-g1
1955	c86891-g1
210	c86892-g1
208	c86894-g1
1846	c86895-g1
263	c86899-g1
1032	c86899-g2
276	c86900-g1
557	c86900-g2
531	c86901-g1
277	c86905-g1
216	c86906-g1
476	c86923-g1
346	c86924-g1
243	c86925-g1
591	c86926-g1
558	c86929-g1
287	c86932-g1
405	c86935-g1
287	c86936-g1
260	c86936-g2
273	c86944-g1
604	c86944-g2
222	c86946-g1
242	c86947-g1
365	c86948-g1
224	c86952-g1
2762	c86956-g1
460	c86957-g1
216	c86964-g1
227	c86966-g1
338	c86967-g1
291	c86972-g1
230	c86974-g1
320	c86976-g1
265	c86978-g1
221	c86983-g1
321	c86984-g1
252	c86984-g2
202	c86986-g1
403	c86987-g1
333	c86991-g1
437	c86993-g1
240	c86996-g1
202	c86997-g1
201	c869-g1
341	c87008-g1
405	c87009-g1
368	c87009-g2
304	c87011-g1
1249	c87012-g1
728	c87018-g1
531	c87021-g1
387	c87023-g1
334	c87024-g1
206	c87026-g1
215	c87030-g1
286	c87035-g1
301	c87036-g1
306	c87038-g1
272	c87039-g1
250	c87041-g1
299	c87042-g1
1290	c87044-g1
352	c87045-g1
1434	c87047-g1
303	c87049-g1
245	c87051-g1
242	c87058-g1
598	c87060-g1
216	c87061-g1
222	c87062-g1
585	c87065-g1
458	c87066-g1
218	c87067-g1
344	c87072-g1
205	c87072-g2
304	c87075-g1
1120	c87078-g1
218	c87081-g1
297	c87085-g1
252	c87089-g1
533	c8708-g1
291	c87090-g1
217	c87091-g1
353	c87093-g1
250	c87093-g2
559	c87093-g3
232	c87093-g4
250	c87094-g1
284	c87096-g1
219	c87098-g1
252	c87099-g1
319	c87100-g1
231	c87101-g1
366	c87102-g1
247	c87107-g1
315	c87109-g1
389	c87113-g1
234	c87113-g2
731	c87114-g1
379	c87118-g1
466	c87123-g1
251	c87127-g1
378	c87128-g1
5386	c87129-g1
413	c87132-g1
256	c87134-g1
280	c87134-g2
433	c87135-g1
682	c87137-g1
590	c87138-g1
230	c87144-g1
269	c87147-g1
208	c87147-g2
213	c87148-g1
240	c87150-g1
391	c87152-g1
214	c87153-g1
224	c87157-g1
205	c87157-g2
215	c8715-g1
382	c87162-g1
306	c87162-g2
507	c87165-g1
360	c87165-g2
275	c87166-g1
219	c87168-g1
285	c87173-g1
213	c87176-g1
393	c87179-g1
225	c87181-g1
244	c87181-g2
615	c87188-g1
318	c87190-g1
211	c87190-g2
250	c87191-g1
210	c87195-g1
215	c87196-g1
228	c87197-g1
238	c87201-g1
297	c87203-g1
220	c87205-g1
212	c87206-g1
357	c87209-g1
228	c8720-g1
223	c87210-g1
501	c87212-g1
866	c87213-g1
300	c87215-g1
428	c87216-g1
366	c87216-g2
353	c87218-g1
246	c87218-g2
522	c87219-g1
227	c87221-g1
430	c87222-g1
217	c87226-g1
523	c87227-g1
667	c87228-g1
236	c87230-g1
211	c87231-g1
217	c87233-g2
325	c87233-g3
204	c87237-g1
221	c87237-g2
221	c87238-g1
1650	c87240-g1
719	c87242-g1
452	c87243-g1
404	c87244-g1
996	c87244-g2
252	c87246-g1
247	c87250-g1
208	c87254-g1
256	c87254-g2
419	c87256-g1
216	c87261-g1
254	c87262-g1
207	c87263-g1
240	c87264-g1
203	c87266-g1
203	c87269-g1
315	c87269-g2
358	c87269-g3
239	c87270-g1
552	c87273-g1
268	c87277-g1
246	c87281-g1
276	c87281-g2
278	c87281-g3
205	c87282-g1
506	c87293-g1
2053	c87295-g1
261	c87296-g1
225	c87296-g2
217	c87296-g3
459	c87298-g1
399	c87300-g1
293	c87302-g1
234	c87307-g1
269	c87310-g1
261	c87311-g1
237	c87312-g1
248	c87315-g1
272	c87330-g1
273	c87333-g1
201	c87333-g2
242	c87334-g1
1531	c87335-g1
201	c87336-g1
325	c87336-g2
363	c87343-g1
1030	c87344-g1
376	c87344-g2
432	c87345-g1
332	c87350-g1
221	c87351-g1
222	c87352-g1
245	c87352-g2
234	c87353-g1
215	c87357-g1
240	c87358-g1
218	c87359-g1
324	c87361-g1
297	c87363-g1
250	c87365-g1
204	c87366-g1
242	c87367-g1
321	c87368-g1
345	c87369-g1
255	c87372-g1
235	c87372-g2
225	c87379-g1
353	c87381-g1
347	c87384-g1
230	c87385-g1
205	c87388-g1
269	c87390-g1
364	c87391-g1
515	c87392-g1
215	c87394-g1
223	c87397-g1
769	c87405-g1
245	c87408-g1
264	c87409-g1
223	c87411-g1
382	c87413-g1
219	c87416-g2
1759	c87425-g1
265	c87432-g1
290	c87434-g1
240	c87436-g1
874	c87439-g1
350	c87439-g3
466	c87442-g1
349	c87442-g2
397	c87442-g3
1367	c87443-g1
241	c87447-g1
218	c87449-g1
401	c87449-g2
212	c87450-g1
1273	c87451-g1
296	c87453-g1
819	c87457-g1
939	c87458-g1
235	c87459-g1
407	c87461-g1
252	c87462-g1
241	c87463-g1
1423	c87465-g1
2172	c87466-g1
594	c87467-g1
358	c87468-g1
551	c87469-g1
572	c87471-g1
597	c87473-g1
505	c87475-g1
778	c87477-g1
1191	c87477-g2
203	c87479-g1
318	c87480-g1
354	c87481-g1
737	c87482-g1
322	c87486-g1
205	c87486-g2
556	c87488-g1
259	c87489-g1
220	c87491-g1
261	c87492-g1
270	c87493-g1
1365	c87494-g1
274	c87494-g2
1314	c87495-g1
1468	c87499-g1
262	c87500-g1
1092	c87501-g1
1699	c87502-g1
231	c87503-g1
227	c87503-g2
483	c87504-g1
915	c87505-g1
434	c87506-g1
366	c87506-g2
208	c87506-g3
294	c87507-g2
457	c87509-g1
939	c87510-g1
2044	c87513-g1
412	c87517-g1
937	c87521-g1
1650	c87523-g1
475	c87524-g1
298	c87524-g2
352	c87525-g1
576	c87526-g1
233	c87528-g1
691	c87529-g1
1035	c87530-g1
1427	c87531-g1
636	c87532-g1
268	c87538-g1
554	c87539-g1
988	c87541-g1
1691	c87542-g1
256	c87544-g1
1061	c87545-g1
474	c87546-g1
304	c87546-g2
230	c87550-g1
1239	c87551-g1
288	c87554-g1
307	c87555-g1
1124	c87557-g1
378	c87558-g1
358	c87560-g2
350	c87561-g1
991	c87562-g1
1394	c87563-g1
627	c87565-g1
415	c87565-g2
246	c87566-g1
363	c87571-g1
941	c87573-g1
209	c87574-g1
459	c87576-g1
551	c87577-g1
293	c87579-g1
206	c87580-g1
219	c87581-g1
234	c87582-g1
1552	c87583-g1
415	c87585-g1
365	c87587-g1
429	c87588-g1
226	c87589-g1
563	c87589-g2
292	c87590-g1
449	c87591-g1
207	c87594-g1
891	c87595-g1
1693	c87596-g1
363	c87597-g1
262	c87598-g1
204	c87598-g2
532	c87599-g1
245	c875-g1
1169	c87600-g1
319	c87601-g1
480	c87604-g1
396	c87605-g1
524	c87608-g1
3558	c87609-g1
279	c87609-g3
230	c87609-g4
503	c87610-g1
1239	c87612-g1
2319	c87613-g1
1092	c87614-g1
746	c87615-g1
203	c87617-g1
1258	c87618-g1
593	c87619-g1
260	c87620-g1
331	c87621-g1
641	c87624-g1
460	c87625-g1
425	c87626-g1
260	c87627-g1
782	c87628-g1
544	c87629-g1
713	c87629-g2
252	c8762-g1
1088	c87630-g1
728	c87631-g1
261	c87633-g1
483	c87635-g1
217	c87636-g1
252	c87637-g1
222	c87638-g1
418	c87638-g2
268	c87641-g1
1080	c87642-g1
242	c87647-g1
281	c87650-g1
3210	c87651-g1
276	c87651-g2
209	c87653-g1
1624	c87654-g1
809	c87657-g1
821	c87660-g1
595	c87661-g1
364	c87661-g2
861	c87665-g1
2224	c87667-g1
218	c87667-g2
205	c87668-g1
250	c87669-g2
237	c87670-g1
423	c87671-g1
249	c87672-g1
355	c87674-g1
256	c87676-g1
209	c87676-g2
357	c87677-g1
286	c87678-g1
387	c87680-g1
222	c87682-g2
227	c87683-g1
542	c87684-g1
1950	c87689-g1
512	c87690-g1
241	c87691-g1
337	c87693-g1
201	c87694-g1
215	c87695-g1
283	c87696-g1
2147	c87696-g2
623	c87699-g1
2213	c87700-g1
488	c87702-g1
288	c87707-g1
232	c87708-g1
592	c87709-g1
258	c87709-g2
216	c87709-g3
330	c87710-g2
285	c87711-g2
803	c87712-g1
356	c87714-g1
531	c87714-g2
455	c87715-g1
224	c87717-g1
2000	c87718-g1
682	c87719-g1
588	c87720-g1
2430	c87723-g1
466	c87723-g2
263	c87724-g1
237	c87724-g2
373	c87728-g1
358	c87728-g2
213	c87728-g3
562	c87729-g1
492	c87732-g1
249	c87732-g2
246	c87733-g1
1909	c87736-g1
239	c87737-g1
300	c87739-g1
253	c87742-g1
624	c87745-g1
1149	c87747-g1
632	c87748-g1
1343	c87750-g1
337	c87755-g1
392	c87756-g1
339	c87761-g1
229	c87764-g1
1798	c87766-g1
218	c87768-g1
367	c87771-g1
287	c87774-g1
957	c87774-g2
888	c87775-g1
1161	c87776-g1
686	c87778-g1
229	c87778-g2
206	c87779-g1
510	c87781-g1
214	c87785-g1
245	c87788-g1
320	c87788-g2
2157	c87789-g1
1087	c87790-g1
540	c87792-g1
264	c87792-g2
230	c87792-g3
409	c87794-g1
241	c87794-g2
556	c87795-g1
1277	c87796-g1
291	c87798-g1
3847	c87798-g2
234	c87799-g1
218	c8779-g1
201	c8779-g2
1693	c87800-g1
319	c87801-g1
493	c87802-g1
283	c87804-g1
241	c87805-g1
240	c87806-g2
1363	c87807-g1
490	c87809-g1
342	c87810-g1
305	c87812-g1
328	c87812-g2
206	c87813-g1
1350	c87815-g1
223	c87817-g1
640	c87818-g1
1093	c87821-g1
316	c87822-g1
248	c87823-g1
1121	c87824-g1
291	c87830-g1
317	c87830-g2
841	c87833-g1
735	c87834-g1
214	c87835-g1
2090	c87837-g1
483	c87838-g1
962	c87840-g1
536	c87842-g1
224	c87844-g1
1193	c87846-g1
268	c87848-g1
320	c8784-g1
324	c87850-g1
453	c87850-g2
219	c87851-g1
224	c87852-g1
231	c87853-g1
484	c87854-g1
252	c87856-g1
683	c87857-g1
304	c87858-g1
242	c87858-g2
456	c87861-g1
748	c87862-g1
871	c87863-g1
413	c87864-g1
247	c87865-g1
1172	c87866-g1
606	c87867-g1
791	c87868-g1
2062	c87869-g1
314	c87870-g1
397	c87870-g2
254	c87875-g1
2477	c87876-g1
248	c87879-g1
212	c8787-g1
409	c87880-g1
296	c87882-g1
559	c87883-g1
221	c87886-g1
714	c87887-g1
364	c87888-g1
1690	c87891-g1
618	c87892-g1
221	c87893-g1
767	c87894-g1
218	c87895-g1
297	c87898-g1
218	c87898-g2
638	c87899-g1
470	c87901-g1
305	c87902-g1
640	c87903-g1
479	c87904-g1
965	c87905-g1
467	c87906-g1
283	c87906-g2
1317	c87907-g1
954	c87909-g1
440	c87911-g1
421	c87911-g2
523	c87912-g1
521	c87913-g1
311	c87914-g1
1021	c87917-g1
203	c87918-g1
1539	c87918-g2
259	c87919-g1
296	c87919-g2
231	c87920-g1
520	c87921-g1
252	c87923-g1
215	c87923-g2
291	c87924-g1
203	c87925-g1
262	c87926-g1
510	c87927-g1
522	c87929-g1
207	c87930-g1
281	c87930-g2
228	c87930-g3
265	c87931-g1
371	c87932-g1
262	c87936-g1
284	c87937-g1
299	c87942-g1
251	c87942-g2
229	c87943-g1
275	c87943-g2
292	c87944-g1
205	c87944-g2
502	c87945-g1
556	c87946-g1
213	c87947-g1
257	c87948-g1
639	c87952-g1
780	c87953-g1
1897	c87954-g1
212	c87955-g1
504	c87955-g2
204	c87958-g1
297	c87958-g2
1600	c87961-g1
531	c87962-g1
506	c87963-g1
218	c87964-g1
3694	c87965-g1
238	c87966-g1
286	c87966-g2
397	c87968-g2
370	c87969-g1
291	c87969-g2
384	c87970-g1
243	c87970-g2
589	c87971-g1
1164	c87972-g1
552	c87973-g1
749	c87975-g1
251	c87977-g1
270	c87978-g1
848	c87978-g2
442	c87980-g1
292	c87981-g1
253	c87982-g1
357	c87982-g2
356	c87986-g1
1536	c87988-g1
1434	c87990-g1
248	c87991-g1
302	c87992-g1
262	c87992-g2
203	c87993-g1
690	c87994-g1
211	c87994-g2
309	c87994-g3
531	c87996-g1
309	c87997-g1
283	c87998-g1
388	c87999-g1
371	c88001-g1
274	c88001-g2
246	c88001-g3
363	c88003-g1
985	c88004-g1
970	c88005-g1
202	c88005-g2
1035	c88006-g1
255	c88007-g1
416	c88008-g1
2504	c88009-g1
361	c88010-g1
201	c88014-g1
218	c88015-g1
344	c88017-g2
206	c88018-g1
808	c88020-g1
357	c88021-g1
281	c88022-g1
352	c88022-g2
220	c88022-g3
497	c88022-g4
840	c88023-g1
1670	c88024-g1
289	c88025-g1
927	c88026-g1
245	c88027-g1
322	c88028-g1
214	c88029-g1
328	c88030-g1
644	c88031-g1
361	c88032-g1
252	c88033-g1
869	c88038-g1
2636	c88039-g1
209	c88041-g1
231	c88042-g1
367	c88042-g2
1553	c88043-g1
230	c88043-g2
538	c88044-g1
374	c88044-g2
1873	c88045-g1
355	c88046-g1
1055	c88047-g1
634	c88048-g1
333	c88049-g1
491	c88050-g1
261	c88050-g2
1120	c88054-g1
255	c88055-g2
958	c88056-g1
265	c88056-g2
1702	c88057-g1
484	c88058-g1
228	c88058-g2
277	c88059-g2
934	c88060-g1
250	c88061-g1
263	c88064-g1
456	c88065-g1
907	c88067-g1
231	c88069-g1
707	c88070-g1
256	c88071-g1
1241	c88072-g1
488	c88074-g1
216	c88075-g1
523	c88075-g2
437	c88076-g1
676	c88077-g1
416	c88079-g1
952	c88079-g2
777	c88080-g1
239	c88081-g1
1340	c88083-g1
233	c88085-g1
2294	c88086-g1
228	c88087-g1
215	c88088-g1
227	c88088-g2
690	c88089-g1
3500	c88090-g1
693	c88091-g1
233	c88092-g1
477	c88093-g1
389	c88094-g1
979	c88095-g1
277	c88096-g1
1160	c88097-g1
550	c88098-g1
321	c88099-g1
211	c88100-g1
250	c88103-g1
278	c88108-g1
300	c88112-g1
725	c88113-g1
424	c88116-g1
212	c88118-g2
739	c88119-g1
237	c88120-g1
2167	c88124-g1
618	c88126-g1
879	c88127-g1
839	c88129-g1
355	c88131-g1
453	c88133-g1
329	c88136-g1
2477	c88136-g2
247	c88138-g3
323	c88140-g1
589	c88141-g1
206	c88142-g1
499	c88143-g1
1168	c88144-g1
651	c88146-g1
213	c88148-g1
479	c88149-g1
271	c88149-g2
933	c88151-g1
212	c88152-g1
310	c88154-g1
281	c88155-g1
570	c88157-g1
332	c88158-g1
637	c88159-g1
261	c88160-g1
214	c88161-g1
1178	c88162-g1
683	c88163-g1
1186	c88165-g1
357	c88167-g1
655	c88171-g1
840	c88172-g1
599	c88173-g1
778	c88174-g1
263	c88174-g2
300	c88174-g3
411	c88174-g4
730	c88175-g1
296	c88175-g2
737	c88176-g1
406	c88177-g1
650	c88177-g2
294	c88177-g3
215	c88177-g4
247	c88179-g1
758	c88181-g1
1023	c88182-g1
505	c88183-g1
407	c88185-g1
209	c88186-g1
207	c88187-g1
2689	c88188-g1
1386	c88194-g1
704	c88196-g1
915	c88197-g1
456	c88200-g1
661	c88202-g1
310	c88202-g2
381	c88203-g1
362	c88204-g1
630	c88204-g2
1434	c88205-g1
1995	c88206-g1
714	c88208-g1
277	c88209-g2
425	c88212-g1
221	c88214-g1
1306	c88214-g2
657	c88215-g1
987	c88217-g1
382	c88219-g1
435	c88220-g1
622	c88221-g1
245	c88222-g1
323	c88224-g1
469	c88225-g1
293	c88226-g1
317	c88227-g1
1089	c88227-g2
286	c88228-g1
784	c88230-g1
368	c88231-g1
683	c88232-g1
820	c88232-g2
259	c88234-g1
365	c88235-g1
385	c88237-g1
251	c88238-g1
420	c88239-g1
239	c88242-g1
301	c88243-g1
326	c88244-g1
334	c88244-g2
693	c88245-g1
470	c88247-g1
630	c88248-g1
239	c88248-g2
283	c88249-g1
511	c88250-g1
285	c88253-g1
1688	c88254-g1
330	c88255-g1
210	c88255-g2
244	c88257-g1
288	c88257-g2
330	c88259-g1
212	c88259-g2
503	c88262-g1
379	c88263-g1
328	c88263-g2
238	c88263-g3
908	c88266-g1
218	c88268-g1
209	c88268-g2
252	c88269-g1
238	c8826-g1
206	c88272-g1
435	c88273-g1
508	c88276-g1
255	c88277-g1
215	c88277-g2
1463	c88283-g1
246	c88284-g1
